,ID,label,tanggal,judul,narasi,nama file gambar
3192,753725,1,18-Aug-20,"75 Rb Dgn Angka Nol Yg Kecil, 75 Persen Sdh Mereka Kuasai",  kuasa liat sandi   kuasa negara jual pindah tangan asing bandara labuh tol lahan luas bank,753725.png
3193,753861,1,7-Aug-20,Pedagang di Pasar Mayestik Meninggal Karena Covid-19,dagang pasar covid info grup belah jual dasar barusan covid  suami anak rawat rsud,753861.png
3194,753878,1,5-Aug-20,"Artikel Kentutnya Bisa Membunuh Nyamuk, Pria Ini Diincar Perusahaan Pestisida",artikel bunuh pria usaha bunuh pria usaha,753878.jpg
3195,753966,1,29-Jul-20,Rekrutmen Pegawai di Puskesmas Wates,rekrutmen pegawai info lowong,753966.png
3196,754095,1,20-Jul-20,"DAHSYATNYA FITNAH CORONA, ketakutan para elit global akan kebangkitan umat Islam",fitnah corona takut bangkit umat islam fitnah corona,754095.png
3197,754329,1,26-Jun-20,Akun Instagram Akulaku Bernama akulaku.costumer.1x24jam,akun  jam online pesan pusat ,754329.jpg
3198,754496,1,6-Jun-20,Corona Virus adalah BOHONG. bukan dari Virus tapi dari Bakteri. semua ini diketahui oleh negara Itali,corona virus bohong virus bakteri negara baca corona virus bohong virus bakteri negara   jenazah korban nyata cina suruh kubur takut tular covid  mayat berani laku nyata ahli dokter mati bakteri virus bakteri darah obat minum obat  positif covid sembuh baca obat nyata presiden trump cina,754496.png
3199,754662,1,18-May-20,penerimaan sampel COVID-19 di BBTKLPP Jakarta akan libur pada Hari Raya Idul Fitri,covid jakarta libur covid  hubung  tular layan libur duduk mudik pergi moga damai,754662.png
3200,754812,1,6-May-20,Ganjar Pranowo Kata Siapa Nonton Video Porno Bisa Membatalkan Orang Yang Sedang Berpuasa,nonton video batal puasa nonton video batal puasa,754812.png
3201,754989,1,11-May-18,Rumah Pribadi di Jakarta Utara Jadi Persembunyian TKA Ilegal,rumah pribadi jakarta sembunyi ilegal rumah pribadi jakarta sembunyi ilegal rumah sembunyi ilegal,754989.png
3202,755432,1,12-Mar-20,Corona mengganas sudah 25 pasien di Bali wafat,corona  pasien sedih serang virus corona  pasien kampanye cegah serang virus corona  wilayah dki kampanye  maret  dki,755432.png
3203,755635,1,3-Feb-20,Mereka menyebutnya disinfeksi?,indonesia habis,755635.png
3204,755668,1,28-Jan-20,Daftar Jajanan Makanan di Kabupaten Bantaeng Yang Terjangkit Virus Hepatitis,daftar makan kabupaten jangkit virus hati suka makan pasien rawat  anak tua keliling picu bakteri sakit tular,755668.jpg
3205,755959,1,12-Dec-19,"Foto Sami Abu Dyak,  anak Palestina yang meninggal di dalam penjara",foto anak palestina penjara  anak palestina penjara hak tangan medis,755959.png
3206,756064,1,26-Nov-19,Broadcast Message of Child Abuse Video,video media news jam video,756064.png
3207,756606,1,10-Aug-19,Fenomena aneh dari langit saat gempa gencang banten,langit gempa banten langit gempa banten ,756606.png
3208,757141,0,29-Apr-19,"DITUDING TAWARKAN PEKERJAAN KE PERETAS SITUS KPU, POLRI BERI BANTAHAN",tuding situs kpu polri bantah kepala terang masyarakat humas polri edar informasi pemuda,757141.png
3209,757246,1,19-Apr-19,Tulisan Sujud Kemenangan Pak Prabowo Dibuat oleh Anies Baswedan,tulis menang prabowo anies baswedan menang prabowo anies baswedan,757246.png
3210,758470,1,29-Sep-18,"Era Jokowi, PKI mulai exist",era jokowi pki pki   kaos palu era jokowi pki,758470.jpg
3211,758714,0,24-Agu-18,SMK Tidak Boleh Lagi Buka Jurusan Komputer Jaringan,buka jaring,758714.jpg
3212,758882,1,29-Jul-18,[SALAH Velodrome awas diklaim prestasi Ahok-Jarot,klaim ahok   anies   sandi bangun,758882.png
3213,758895,0,27-Jul-18,Polri Tidak Lakukan Perubahan Pelat Kendaraan Bermotor Menjadi Warna - Warni,polri laku ubah kendara motor warna  warna   hoax,758895.png
3214,759186,1,5-Jun-18,"Meet Rebecca, Dialah yang Membunuh Petugas Medis Wanita Razzan |  Meet Rebecca, She is the One Who Killed Female Medic Officer Razzan",bunuh tugas medis wanita one people   ,759186.png
3215,759222,1,25-May-18,Mana Suara Para Pejuang Anti Diskriminasi di Indonesia?,suara juang anti indonesia suara juang anti indonesia,759222.png
3216,760021,0,7-Jan-18,Kak Seto Marah Dengan Film Naura,marah film marah film tanda jiwa beliau agama,760021.png
3217,760075,0,27-Dec-17,Gereja Indonesia di Bandung Mendukung Zionis Yahudi,gereja indonesia bandung dukung yahudi gereja indonesia bandung dukung yahudi palestina tentara yahudi natal,760075.png
3218,760125,1,14-Dec-17,Binatang Langka dan Sangat Berbahaya yang Dapat Membunuh Setelah 4 Jam,bahaya bunuh  jam informasi bahaya pohon  jam bahaya sebar saudara   pohon kasih,760125.jpg
3219,760373,0,10-Nov-17,Bayern Munchen Buka Masjid Baru Usulan Franck Ribery di Stadion Allianz,buka masjid usul kabar buka masjid jerman,760373.jpg
3220,760499,1,13-Oct-17,: Polres Tolikara pastikan kebakaran kantor KPU Tolikara hoax,polres bakar kantor kpu hoax polres bakar kantor kpu hoax,760499.jpg
3221,760545,1,3-Oct-17,Bra Yang Berisi Cairan Penyebab Kanker Payudara,kanker jahat musuh islam produksi negara arab indonesia kanker hati coba periksa coblos arti maksud,760545.jpg
3222,760588,0,24-Sep-17,"PKI sudah dilatih pegang senjata FPI kpan,,,?",pki latih pegang senjata fpi pki latih pegang senjata fpi bangkit tunggu tunggu ulama bunuh tunggu jendral,760588.png
3223,760608,1,21-Sep-17,Foto Letusan Gunung Agung,foto letus gunung agung status gunung agung resmi waspada siaga mudah,760608.png
3224,760783,0,28-Apr-17,Tidak Ada Organisasi Asosiasi Pengusaha Indonesia Taiwan,usaha indonesia konfirmasi usaha indonesia indonesia konfirmasi kirim bunga kirim bunga ahok djarot,760783.jpg
3225,761001,1,14-Feb-17,Akun Facebook Satlantas Surakarta Memasang Logo Palu Arit,akun facebook pasang logo palu akun facebook pasang logo palu,761001.jpg
3226,761163,1,8-Jan-17,Tulisan Renungan Pagi Ahok,tulis ahok ahok indonesia,761163.jpg
3227,761478,1,7-Nov-16,"Pelaku Penjarahan Mini Market di Luar Batang, Penjaringan, Jakarta Utara Bukan Peserta Aksi 411",laku batang jaring jakarta aksi  batang jakarta   laku aksi ,761478.png
3228,762081,1,5-Aug-20,Pengecilan Otak Pada Anak-Anak Karena Radiasi Handphone,otak anak anak putra putri suka anak temen otak gara sadar moga anak cepat sadar aamiin,762081.jpg
3229,762411,1,7-Jul-20,Surat Edaran PERMINTAAN DATA SISWA BERPRESTASI TAHUN AJARAN 2019/2020,surat edar data siswa   data siswa  ,762411.png
3230,762546,1,22-Jun-20,Akun Facebook Sekda Samarinda Sugeng Chairuddin,akun facebook akun facebook,762546.jpg
3231,762617,1,15-Jun-20,"Akun Youtube Dr Seto Mulyadi S,Psi Milik Kak Seto",akun psi sikap temu keluarga klarifikasi cepat selesai panas pantau,762617.jpg
3232,763323,1,3-Apr-20,Seperti Inilah Bentuk Corona Yang Berhasil Difoto Dan Diperbesar Ilmuwan India,corona foto india corona foto india cuci tangan pakai cuci tangan,763323.png
3233,763570,1,16-Mar-20,Kapal Rute Banda Aceh Sabang Distop Karena Virus Corona,kapal aceh stop virus corona jalur tumpang cepat kapal aceh stop henti operasi kapal laku ,763570.jpg
3234,764035,1,30-Dec-19,Video Sindiran Pedas Sultan Brunei Darusalam Kepada Presiden Jokowi,video presiden jokowi presiden jokowi,764035.png
3235,764039,0,30-Dec-19,"Klarifikasi Pihak Keraton Yogyakarta Terkait Isu Pemasangan Pohon Natal di Masjid Gedhe Kauman, Yogyakarta",klarifikasi yogyakarta kait pasang pohon natal masjid kaum yogyakarta fungsi online cegah kosong informasi pohon,764039.jpg
3236,764187,1,4-Dec-19,Wamenag: Reuni 212 Berpotensi Menimbulkan Dosa, timbul dosa  timbul dosa,764187.png
3237,764322,1,9-Nov-19,"Al Quran / Alkitab kuno ini ditemukan di dasar laut, sudah menjadi karang tapi tetap utuh",temu dasar laut karang   temu dasar laut karang moga like aamiin kirim besok arah duga,764322.png
3238,764510,1,30-Sep-19,"Kemenag: Korupsi Itu Perbedaan Dalam Mencari Rezeki, Tidak Bertentangan Dengan Syariat",korupsi cari korupsi cari,764510.jpg
3239,764610,1,17-Sep-19,Modus pembunuhan dengan rekaman suara tangisan bayi dan membuka semua keran air,modus bunuh rekam suara bayi buka air polisi wanita buah rekam bunuh rekam suara bayi menang tipu wanita rumah pikir bayi,764610.png
3240,764620,1,16-Sep-19,Memandang Payudara 10 Menit Tiap Hari Perpanjang Umur Pria 5 Tahun,pandang  menit umur pria  buah laku jerman tarik temu wanita  menit nyata,764620.png
3241,764804,1,8-Aug-19,Jadwal pemadaman listrik utk wilayah bintara & pondok kopi..,listrik wilayah pondok kopi listrik wilayah pondok kopi,764804.png
3242,764948,1,12-Jul-19,"BARACK OBAMA mewakili Negara Amerika Serikat, telah menyatakan Kemenangan PRABOWO-SANDI",obama negara serikat nyata menang prabowo   sandi obama negara serikat nyata menang prabowo   sandi,764948.png
3243,765329,1,30-Apr-19,"3 Anak Meninggal Korban Cokelat Mermaid di RSUD Kapal Badung, Bali", anak korban rsud kapal bantu share info dokter dinas rsud kapal racun barusan  anak makan anak belanja makan kasih,765329.jpg
3244,765448,0,18-Apr-19,: Metro TV Klarifikasi Tayangan Quick Count Unggulkan Prabowo,metro tv klarifikasi prabowo metro tv data survei,765448.jpg
3245,765541,1,28-Mar-19,"PKS Menang, Dua Istri Menjadi Nyata",pks menang istri nyata pks istri,765541.png
3246,765671,1,9-Mar-19,Din Syamsuddin Mengundurkan Diri Karena Kecewa Jokowi Tak Temui Ulama Uzbekistan dan Xinjiang,jokowi temu ulama puluh ulama negara china kunjung istana jokowi temu alas perintah china maksud presiden,765671.jpg
3247,766531,0,18-Oct-18,APA SIH CITA-CITA METRO TV INI?,metro tv metro tv nyata metro tv  berita bunga anies   sandi bunga ahok   djarot kalah lucu berita metro tv bikin tulis salam anies   sandi nyata salam selamat pasang anies   sandi foto ban tulis metro tv salam ambil resmi video ban metro tv ambil tv one nilai berita metro tv,766531.jpg
3248,766649,1,30-Sep-18,Rumah sudah terbakar kog malah disuruh jarah,rumah bakar suruh rumah bakar suruh,766649.jpg
3249,767088,1,27-Jul-18,Peraturan Ganjil Genap Berlaku Untuk Sepeda Motor Per Tanggal 1 Agustus 2018,atur laku sepeda motor  agustus  lupa besok jakarta jam    jam,767088.jpg
3250,767092,0,27-Jul-18,Tidak Ada Klaim dari Anies Mengenai Merancang Lapangan Banteng Dari 0,klaim anies lapang  teriak gubernur dki jakarta anies baswedan kalimat sambut,767092.png
3251,767418,1,24-May-18,LOWONGAN KERJA KREW PEMANDU WAHANA SNOWBAY TMII,lowong butuh  tamu lokal lokasi,767418.png
3252,767572,1,27-Apr-18,Aksi Pakai Kaus #2019GantiPresiden saat CFD di Jakarta pada 29 April,aksi pakai gantipresiden jakarta  kapolres metro jakarta pusat polisi konfirmasi wartawan  ,767572.jpg
3253,767612,0,25-Apr-18,Kemenristekdikti Luruskan Wacana Dosen Impor,dosen impor dosen asing kelas dunia indonesia universitas,767612.png
3254,768102,1,29-Jan-18,"Supporter Sepakbola Persebaya, Bonek Mengamuk di Pusat Perbelanjaan Giant, Maspion Square, Suarabaya",pusat belanja bola tiket beli tiket bola besok lawan tiket,768102.jpg
3255,768448,0,27-Nov-17,"Video Motor Dibakar di FB Ditulis Efek Operasi Zebra, Iwan Dibekuk",video motor bakar tulis efek operasi warga tangkap tim polda video bakar sepeda motor akun tulis operasi bakar sepeda motor mahasiswa,768448.png
3256,769268,1,28-Jan-17,Ridwan Kamil Tolak Foto Taman Teras Cikapundung Diklaim Kerja Ahok - Djarot,ridwan kamil tolak foto klaim ahok  djarot pimpin lihat rekam,769268.jpg
3257,769431,0,23-Dec-16,Foto Jembatan Cisomang Jalan Tol Purbaleunyi Jalan Tol Purbaleunyi Bergeser,foto jembatan tol tol laku usaha tol lapor jembatan atur tol  desember  batas syarat jembatan batas,769431.jpg
3258,769578,1,29-Nov-16,Gempa myanmar balasan dari doa muslim Rohingnya,gempa myanmar balas doa muslim lihat buah doa doa aniaya allah allah gempa bumi myanmar derita saudara muslim rohingya moga usaha umat islam,769578.jpg
3259,769659,0,11-Nov-16,"Kampanye Ahok di Ciganjur, Jakarta Selatan Tak Digubris",kampanye ahok jakarta warga jakarta ahok ahok warga ahok ahok,769659.jpg
3260,769730,1,16-Sep-16,": Bangkrut, Jokowi Lirik Uang Zakat di Baznaz Buat Dipakai",jokowi uang zakat pakai jokowi uang zakat pakai,769730.jpg
3261,769775,0,10-Jul-16,Ketidakjujuran Presiden Jokowi Perihal Silsilah Keluarganya,presiden jokowi perihal keluarga pimpin keluarga pro tutup klarifikasi lihat,769775.jpg
3262,769919,1,4-Jan-16,Sajadah Digunakan untuk Alas Menari,alas tari alas tari hoax,769919.jpg
3263,769971,1,20-Nov-15,Foto Warga Suriah Korban Bombardir Perancis,foto warga korban,769971.jpg
3264,770137,1,16-Aug-20,Habib Rizieq Hilang di Arab,habib rizieq hilang arab arab hilang kenal,770137.jpg
3265,770435,1,23-Jul-20,BIARKAN PRIBUMI YANG BEKERJA,pribumi pribumi,770435.jpg
3266,770500,1,19-Jul-20,Pesan Berantai Adidas Berikan Masker,pesan ikan masker suka masker,770500.jpg
3267,770510,1,17-Jul-20,"Pakai Pasta gigi, Pemutih Pakaian, Gula, dan Cuka untuk Deteksi Kehamilan",pakai pakai gula deteksi beli test pakai mudah murah pakai pakai deteksi,770510.png
3268,770605,1,7-Jul-20,Selebaran Kegiatan Budaya Gawai Dayak Juli 2020,giat budaya dayak juli  giat budaya dayak juli ,770605.jpg
3269,770620,1,7-Jul-20,Video Raja Thailand dan Istrinya bersholawat agar Corona hilang dari Dunia dan negeri ini.,video raja thailand istri corona hilang dunia raja thailand istri corona hilang dunia aamiin share,770620.png
3270,770665,1,3-Jul-20,Desain Helm Covid-19 Pada Kompetisi NFL,covid covid,770665.png
3271,770773,1,18-Jun-20,Pernyataan Ekstrim Menteri Kesehatan Letjen TNI dr.  Terawan Agus Putranto Sp. Rad,nyata menteri sehat tni share nyata tri sehat tni,770773.jpg
3272,771155,1,8-May-20,Video Anak kucing di injak Kajadian di Slangor Malaysia,video anak injak malaysia sungguh laku malaysia,771155.png
3273,771207,1,5-May-20,Puisi Tahun 1919 Soal Pandemi Karya Kathleen OMara, pandemi karya  sejarah ulang tulis ,771207.jpg
3274,771328,1,25-Apr-20,Video Hujan es..cianjur katany,video hujan es hujan es,771328.png
3275,771411,1,15-Apr-20,Anak Pemilik Pempek Ny Kamto Dirampok di Jl Palagan Perum Monjali,anak rampok anak siang tembak rampok  waspada rusuh,771411.jpg
3276,771535,1,2-Apr-20,Video of lockdown in Spain,video lockdown lockdown india,771535.png
3277,771613,1,26-Mar-20,kuburan massal buat korban #viruscorona di ITALIA,kubur korban italia kubur korban italia sungguh  makam ,771613.png
3278,771803,1,13-Mar-20,KKN Jokowi dan UGM,jokowi jokowi dosen menteri jaga palsu jokowi,771803.png
3279,772082,1,24-Jan-20,Vaksin Penyebab Autis,vaksin   vaksin vaksin buku  nyata vaksin anak  positif kandung ledak  vaksin kandung larang ,772082.jpg
3280,772159,1,8-Jan-20,dog saved infant koala in the fires,australia,772159.png
3281,772191,1,4-Jan-20,Video Kekerasan Anak viralkan biar tertangkap,video keras anak viralkan tangkap viralkan laku cepat tangkap,772191.png
3282,772299,1,19-Dec-19,Penjelasan terkait foto-foto yang diklaim sebagai perlakuan kejam pemerintah China di kamp konsentrasi Muslim Uighur,kait foto klaim laku perintah china muslim dasar periksa fakta narasi foto foto foto laku perintah cina muslim rupa narasi,772299.png
3283,772532,1,5-Nov-19,Video Penyiksaan Anak oleh Mahendra Kumar,video siksa anak pria putra usia  tangkap buah video viral,772532.png
3284,772724,0,27-Sep-19,Sriwijaya Air Group Bantah Setop Operasi,air group bantah operasi informasi operasi air air operasi layan buka,772724.jpg
3285,773153,1,10-Jul-19,Khanzarof : Hasil Cloning Dokter Hewan Amerika dan Rusia yang berasal dari Campuran Kambing dan Babi,dokter rusia campur babi allah dunia dokter rusia cipta,773153.png
3286,773348,1,28-May-19,Dahnil Ajak Pendukung Prabowo Mudik Lebaran Gunakan Kuda,dukung prabowo mudik nabi dukung prabowo mudik,773348.png
3287,773519,1,30-Apr-19,"Percakapan Yunarto Wijaya, Amankan Suara Pilpres",suara pilpres panggil jendral,773519.jpg
3288,773600,1,22-Apr-19,Pesan Dari Jusuf Kalla,pesan jusuf kalla pesan jusuf kalla,773600.jpg
3289,773800,1,19-Mar-19,Video modus pembiusan cewek di salah satu wc umum mall di Jakarta,video modus mall jakarta video modus jakarta bikin laku nyata untung korban selamat laku,773800.png
3290,773856,1,11-Mar-19,"Program Percetakan Alquran Dihentikan, Mantan Menag Menangis",henti menang jokowi menang perintah china perintah jabat partai pdip psi partai garuda partai batas warga negara islam cepat capai ganggu politik china indonesia,773856.png
3291,773969,1,18-Feb-19,Penularan Difteri Dari Bumbu Cabai Kering yang Terkena Air Seni Tikus,tular air dki jakarta jabar  penuh anak  dinkes dki jakarta  usia  ,773969.jpg
3292,774402,1,13-Dec-18,Balada kaleng krupuk 2 minggu tdk laku,kaleng  laku kaleng  laku kayak,774402.png
3293,774894,1,22-Sep-18,Meme foto Sandiaga Uno hasil suntingan,meme foto sandiaga uno sunting nabi  triliun,774894.jpg
3294,775457,1,30-Jun-18,Ini Wajah Hacker Perusak Server KPUD Jabar,wajah hacker server jabar wajah hacker rusak server,775457.png
3295,775523,0,21-Jun-18,"Klarifikasi Pihak Kepolisian Terkait Isu Pembegalan di Pesing, Jakarta Barat",klarifikasi polisi kait begal jakarta jakarta nyata edar begal jembatan,775523.png
3296,775598,1,28-May-18,Gak Ada Salahnya Belajar Toleransi Dari Negeri Jerman,jerman cari ilmu cina jerman bangsa mayoritas kristen buka puasa laku buka makan ,775598.png
3297,776039,1,14-Mar-18,Menkominfo Rudiantara dipaksa Intelijen China Untuk Bocorkan Minimal 70 Juta Data KK dan NIK yang Sesuai,paksa china bocor  data nik paksa china bocor  data nik paksa mei produksi ktp arah menang jokowi,776039.png
3298,776238,1,7-Feb-18,KEPOLISIAN MESUJI TERTANGKAP BASAH TENGAH MELAKUKAN PUNGLI,polisi tangkap laku presiden indonesia joko widodo jokowi polisi daerah tangkap mobil uang  rupiah paksa selesai polisi lampung bantu presiden indonesia polisi,776238.jpg
3299,776346,0,18-Jan-18,Pembangunan Infrastruktur yang Dibanggakan Oleh Presiden RI Joko Widodo di Papua Selama Ini Ternyata Menjadi Kedok...,bangun infrastruktur bangga presiden joko widodo papua nyata bangun infrastruktur bangga presiden joko widodo papua nyata bangun manusia  anak suku buruk wabah mati indikasi rakyat papua butuh butuh fasilitas sehat bantu fasilitas sehat butuh,776346.png
3300,776783,0,6-Nov-17,11 Langkah Memverifikasi Sumber Berita di Internet, berita internet jakarta informasi konten internet nyata suka sebar berita percaya,776783.png
3301,776905,1,5-Oct-17,Seruan jihad mengatasnamakan Eep Saefulloh Fatah,seru jihad mengatasnamakan laksana jihad,776905.jpg
3302,777109,1,5-Jun-17,SHAH RUKH KHAN MENINGGAL DUNIA,dunia news tv breaking news,777109.jpg
3303,777123,1,23-May-17,Isu Peretasan Sub Domain Divisi Humas Polri RI,humas polri humas polri,777123.jpg
3304,777167,1,28-Apr-17,PT DI Dijual Ke China,jual china edar kabar usaha mandiri nasional bumn indonesia jual perintah china,777167.jpg
3305,777501,1,24-Jan-17,RTH/RPTRA Kalijodo Milik PT Sinarmas Land,nyata nyata warga,777501.jpg
3306,777884,0,1-Nov-16,: Jangan Percaya Posting Palsu Provokatif di Medsos!,percaya palsu medsos ahok lepas  masjid jakarta edit ahok lepas  masjid jakarta bohong,777884.jpg
3307,778857,1,3-Jul-20,Indomaret memberikan 5000 voucher gratis senilai Rp 2.000.000, gratis nila     gratis nila    ulang,778857.jpg
3308,778870,1,1-Jul-20,Menanak Nasi Dengan Bawang Putih Bermanfaat Bagi Kesehatan,nasi bawang putih manfaat sehat bawang putih nasi mudah minyak  makan   makan minyak beras minyak ukur silah masak nyata teliti ahli sehat bawang putih,778870.png
3309,779131,1,29-May-20,Tulisan Aa Gym PERJUANGAN KITA MENAHAN DIRI DIRUMAH AJA DI HIANATI LAGI,tulis juang tahan rumah juang tahan rumah nyata bijak perintah hati ummat islam puluh ulama islam ummat islam   nabi islam hina nabi hina   hukum hukum nyata palsu hina ummat islam ulama penjara fitnah   ummat karna agama,779131.jpg
3310,779824,1,24-Mar-20,Video Penerbangan dari Italia ke ethiopia. Semua penumpang dinyatakan positif,video terbang italia tumpang nyata positif terbang italia tumpang nyata positif polisi usaha tangkap tembak coba lari,779824.png
3311,780029,0,9-Mar-20,Klarifikasi Mentari International School tentang Pemberitaan Terinfeksi COVID-19,klarifikasi berita infeksi covid guru sekolah indikasi jangkit virus corona sekolah libur  laku bersih internasional,780029.png
3312,780038,1,7-Mar-20,Menginformasikan di JICT bahwa Capt Kapal CMA CGM Virgina terkena Corona,informasi kapal corona informasi kapal corona kapal bawa mobil hati,780038.png
3313,780248,1,28-Jan-20,Di makassar dirawat 1 pasien suspect corona virus,makassar rawat  pasien corona virus info waspada makassar rawat  pasien corona virus pasien pulang wuhan harap pakai masker cuci tangan,780248.png
3314,780408,1,1-Jan-20,#BanjirJakarta4niesDimana BMW hanyut mengikuti sunatullah,mobil,780408.png
3315,780790,1,21-Oct-19,1950s photobomb,,780790.png
3316,780989,1,17-Sep-19,Pemkot Jambi Bantah Liburkan Siswa dari Kegiatan Belajar di Sekolah pada 17 September 2019,bantah libur siswa giat sekolah  september  informasi berita hoax,780989.png
3317,781126,1,25-Aug-19,MANTAN PRESIDEN RI KE 3 DINOBATKAN SEBAGAI PEMILIK IQ TERTINGGI SEPANJANG SEJARAH MANUSIA NAMUN DISIA-SIAKAN OLEH BANGSA INDONESIA,presiden  sejarah manusia bangsa indonesia presiden  sejarah manusia bangsa indonesia buah situs  manusia judul people ,781126.png
3318,781557,1,26-May-19,Kondisi masjid yang diserang polisi dan brimob saat ini,masjid serang polisi brimob viralkan siar masjid serang polisi brimob,781557.png
3319,781996,1,18-Mar-19,Suasana sholat jenazah para korban teroris di new zealand,sholat jenazah korban teroris new zealand sholat jenazah korban teroris new zealand allah,781996.png
3320,782273,1,5-Feb-19,Imigran China di Jakarta Dipulangkan Anies Baswedan ke Negara Asalnya,china jakarta pulang anies baswedan negara china jakarta pulang anies baswedan negara,782273.png
3321,782570,1,21-Dec-18,Sebab Mereka Muslim Ughur adalah Islam,muslim islam negara indonesia china lihat hadap muslim china sepi berita muslim islam sungguh negara benci islam darah indonesia,782570.png
3322,783502,0,21-Jul-18,Ratusan Pekerja Pertamina RU II Dumai Tolak Akuisisi Pertagas,pertamina tolak serikat pertamina berani tolak bijak perintah,783502.png
3323,783590,1,10-Jul-18,"Pipa Gas Bawah Laut di Perairan Bojonegara, Banten Milik PGN",gas laut air banten info jaga  banten bocor,783590.png
3324,783609,1,6-Jul-18,Cawagub Jateng Taj Yasin Minta Sumbangan Pesta Rakyat Kemenangan Pasangan Ganjar-Yasin,jateng sumbang pesta rakyat menang pasang   masyarakat jawa masyarakat pesta rakyat dana,783609.jpg
3325,784082,1,13-Apr-18,"CALON GUBERNUR SULSEL, NURDIN ABDULLAH DERITA KANKER DI LEHER",calon gubernur derita kanker doa prof karna sakit kanker sehat lahir sehat pilih gubernur,784082.png
3326,784131,0,30-Mar-18,Mengecek Kebenaran Klaim Yusril soal 500 Gereja yang Ditutup di London,klaim  gereja tutup klaim  gereja tutup,784131.png
3327,784340,0,25-Feb-18,Menanamkan Mental Paranoid Melalui Berita Hoax,tanam berita hoax tanam berita hoax,784340.jpg
3328,784360,1,23-Feb-18,FINALIS INDONESIA IDOL NOWELA AUPARAY SIAP MAJU DRP RI DAPIL PAPUA BARAT,indonesia maju papua kota darah   masyarakat papua calon calon dpr daerah pilih provinsi papua pilih ,784360.jpg
3329,784869,1,20-Nov-17,"Ingin Bangun Mall, Agung Podomoro Dituduh Sebagai Dalang Pembakaran Pasar Aur Kuning, Bukit Tinggi.",bangun mall agung tuduh bakar pasar belah ancam  selesai,784869.jpg
3330,784981,0,4-Nov-17,Seputar Jakarta News: Alumni 212 Gelar Setahun Aksi 411 di Masjid Al Azhar,putar jakarta news alumni  gelar aksi  masjid jakarta putar jakarta news alumni  gelar jamaah aksi bela islam  pusat masjid agung jakarta    ,784981.png
3331,785045,1,17-Oct-17,Mantan Tukang Pos Miliki 1300 Anak Haram,tukang  anak haram dengar film judul,785045.jpg
3332,785084,0,10-Oct-17,Adakah yang Mau Nyinyirin Pendeta Poligami Ini?,poligami poligami,785084.jpg
3333,785089,0,6-Oct-17,PKI KETANGKEP SORE TADI...!!! MAMPUS.,pki sore pki sore bilang pki bilang kaos lambang pki anak muda pki jawa pki haram pki nkri,785089.jpg
3334,785101,0,5-Oct-17,Cetakan Uang Baru Tidak Diakui Dunia Internasional,uang dunia internasional uang laku paksa mata uang arti alias waspada bangsa lawan kuasa bangsa diam lihat bangsa aniaya kaum kafir,785101.jpg
3335,785295,1,15-Jun-17,GAJAH MADA BERAGAMA ISLAM,agama islam agama islam,785295.jpg
3336,785414,1,29-Mar-17,Ahok Terima Briefing sebelum acara Debat Final Pilkada MetroTV,ahok debat pilkada curang,785414.png
3337,785817,0,22-Dec-16,: Panduan Bersosial Media Secara Sehat,sosial media sehat selamat kasih sehat sosial media sebar berita sebar status benci bukti fakta,785817.jpg
3338,786480,1,20-Aug-20,Uang Pecahan Rp 200 Ribu Resmi Diluncurkan,uang pecah  resmi uang indonesia resmi uang pecah gambar,786480.png
3339,786778,1,26-Jul-20,Mal Taman Anggrek dijual 17 Triliun dan Dalam Beberapa Hari Sudah terjual,jual  triliun jual netizen jual mall nyata diam laku,786778.jpg
3340,786829,1,22-Jul-20,Warga Amerika Minta Jokowi Jadi Pemimpin Mereka,warga jokowi pimpin pimpin indonesia tolak,786829.jpg
3341,786874,1,19-Jul-20,Foto WARUNG MAKAN BABI GULING,foto warung makan babi obat hukum agama,786874.png
3342,786940,1,12-Jul-20,Telkomsel Sebut Denny Siregar Monyet,monyet selamat,786940.jpg
3343,787097,1,26-Jun-20,Rektor IAIN Surakarta Umumkan Penerimaan Beasiswa Melalui SMS,sore prof   perihal,787097.png
3344,787206,1,12-Jun-20,Dasar jokodok tukang tipu... tapi goblok nya kenapa ebong tetap percaya,dasar tukang tipu percaya dasar tukang tipu percaya,787206.jpg
3345,787217,1,11-Jun-20,Penggunaan masker yang berkepanjangan mengakibatkan hipoksia.,masker masker udara ulang ubah,787217.png
3346,787359,1,24-May-20,Ellen DeGeneres Distributes Help for Corona Virus on Facebook,corona virus facebook corona virus facebook,787359.png
3347,787545,1,8-May-20,"Jangan Terkecoh dengan Erick Thohir yang Dikira Pribumi Muslim, Ia Berfoto dengan Ibunya, Ediba Tan Mei Hwa dan Kakak Ibunya, William Soerjadjaja",pribumi muslim foto mei sebar nilai mei cina pribumi muslim bukti cina jabat,787545.png
3348,787756,1,20-Apr-20,Italy announces its Surrender,,787756.png
3349,787788,1,15-Apr-20,Video dr. Cheng: Sembuh Dari COVID-19 Cukup dengan Vitamin C,video sembuh covid video hapus tonton  kayak kelompok hancur proyek vaksin corona bilang dasar tangan pasien covid pakai,787788.jpg
3350,788002,1,25-Mar-20,Foto Presiden Joko Widodo di depan jenazah,foto presiden joko widodo jenazah jokowi bahasa indonesia bela jokowi moga moga,788002.png
3351,788758,1,6-Dec-19,KERAJAAN ARAB SAUDI TETAPKAN: HRS KETURUNAN RASULULLAH SAW KE-38,raja arab saudi turun imam ummat islam ad     habib rizieq shihab nyata perintah arab saudi bicara raja raja beliau turun ,788758.png
